Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
10009,Households 150k+,407,Retail - Nonstore retailers,0.087589862384338149
10009,Households 150k+,411,Truck transportation,0.023772193925314416
10009,Households 150k+,412,Transit and ground passenger transportation,0.046470040547758724
10009,Households 150k+,413,Pipeline transportation,0
10009,Households 150k+,414,Scenic and sightseeing transportation and support activities for transportation,0.021716146134994483
10009,Households 150k+,415,Couriers and messengers,0.0011744630180577074
10009,Households 150k+,416,Warehousing and storage,2.8467460208172599E-05
10009,Households 150k+,417,Newspaper publishers,0.010577158047761746
10009,Households 150k+,425,Radio and television broadcasting,0.002215401960765175
10009,Households 150k+,427,Wired telecommunications carriers,0.036083134300590444
10009,Households 150k+,432,Internet publishing and broadcasting and web search portals,0.001689234594973444
10009,Households 150k+,433,Monetary authorities and depository credit intermediation,0.17702204783747721
10009,Households 150k+,434,Nondepository credit intermediation and related activities,0.011647471070239238
10009,Households 150k+,437,Insurance carriers,0.050809785570849052
10009,Households 150k+,438,"Insurance agencies, brokerages, and related activities",0
10009,Households 150k+,439,"Funds, trusts, and other financial vehicles",0.08989404126203937
10009,Households 150k+,440,Real estate,0.053459603140722144
10009,Households 150k+,441,Owner-occupied dwellings,1.9628211805426963
10009,Households 150k+,443,General and consumer goods rental except video tapes and discs,0.016477620967864409
10009,Households 150k+,444,Video tape and disc rental,0.0035859981609748493
10009,Households 150k+,445,Commercial and industrial machinery and equipment rental and leasing,0.00038556594129880988
10009,Households 150k+,446,Lessors of nonfinancial intangible assets,0
10009,Households 150k+,447,Legal services,0.052905523379171086
10009,Households 150k+,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.020474201679299284
10009,Households 150k+,449,"Architectural, engineering, and related services",0
10009,Households 150k+,451,Custom computer programming services,0
10009,Households 150k+,452,Computer systems design services,0
10009,Households 150k+,454,Management consulting services,7.3430883466866912E-06
10009,Households 150k+,456,Scientific research and development services,0
10009,Households 150k+,457,"Advertising, public relations, and related services",0.0013557438860919279
10009,Households 150k+,459,Veterinary services,0.044896679189168266
10009,Households 150k+,462,Office administrative services,3.0120919966154094E-05
10009,Households 150k+,464,Employment services,0.00064974409630051612
10009,Households 150k+,465,Business support services,0.0022015544577284455
10009,Households 150k+,466,Travel arrangement and reservation services,0.010741413327550608
10009,Households 150k+,467,Investigation and security services,0.0064839465688063388
10009,Households 150k+,468,Services to buildings,0.0050633483857776647
10009,Households 150k+,469,Landscape and horticultural services,0.0031500838610843403
10009,Households 150k+,471,Waste management and remediation services,0.012932149922147194
10009,Households 150k+,474,Other educational services,0.056299891134831304
10009,Households 150k+,475,Offices of physicians,0.14455638695338685
10009,Households 150k+,476,Offices of dentists,0.10072863666763868
10009,Households 150k+,477,Offices of other health practitioners,0.065585328501188839
10009,Households 150k+,478,Outpatient care centers,0.031423620175355285
10009,Households 150k+,479,Medical and diagnostic laboratories,0.0075016670534430209
10009,Households 150k+,480,Home health care services,0.040465244585141773
10009,Households 150k+,481,Other ambulatory health care services,0.023981505692227834
10009,Households 150k+,482,Hospitals,0.92570414631649867
10009,Households 150k+,483,Nursing and community care facilities,0.15895190298990083
10009,Households 150k+,485,Individual and family services,0.083103549270098179
10009,Households 150k+,486,"Community food, housing, and other relief services, including rehabilitation services",0.00080233514795023902
10009,Households 150k+,487,Child day care services,0.068024324365028338
10009,Households 150k+,488,Performing arts companies,0.0019582731283521466
10009,Households 150k+,492,"Independent artists, writers, and performers",0.0024380463481761291
10009,Households 150k+,495,Gambling industries (except casino hotels),0.074200014672433784
10009,Households 150k+,496,Other amusement and recreation industries,0.032481335094099041
10009,Households 150k+,497,Fitness and recreational sports centers,0.012597215324959575
10009,Households 150k+,499,"Hotels and motels, including casino hotels",0.0011033672886061701
10009,Households 150k+,500,Other accommodations,8.1917128916622977E-06
10009,Households 150k+,501,Full-service restaurants,0.16027477633785422
10009,Households 150k+,502,Limited-service restaurants,0.43685025582632975
10009,Households 150k+,503,All other food and drinking places,0.087442665444277659
10009,Households 150k+,504,"Automotive repair and maintenance, except car washes",0.095376305411946014
10009,Households 150k+,505,Car washes,0.009004467702427469
10009,Households 150k+,506,Electronic and precision equipment repair and maintenance,0.00061276112282347044
10009,Households 150k+,507,Commercial and industrial machinery and equipment repair and maintenance,0
10009,Households 150k+,508,Personal and household goods repair and maintenance,0.01874725891863728
10009,Households 150k+,509,Personal care services,0.077208318663368455
10009,Households 150k+,510,Death care services,0.021412640072909987
10009,Households 150k+,511,Dry-cleaning and laundry services,0.020104839610864303
10009,Households 150k+,512,Other personal services,0.059693994973298858
10009,Households 150k+,513,Religious organizations,0.078721303964491604
10009,Households 150k+,515,Business and professional associations,0.0061010418367206968
10009,Households 150k+,516,Labor and civic organizations,0.025957527547532614
10009,Households 150k+,517,Private households,0.019804053848373131
10009,Households 150k+,518,Postal service,0.0080147335345713052
10009,Households 150k+,531,"* Employment and payroll of state govt, non-education",0
10009,Households 150k+,533,"* Employment and payroll of local govt, non-education",0
10009,Households 150k+,534,"* Employment and payroll of local govt, education",0
10009,Households 150k+,535,"* Employment and payroll of federal govt, non-military",0
10009,Households 150k+,536,"* Employment and payroll of federal govt, military",0
10009,Households 150k+,10001,Households LT10k,0
10009,Households 150k+,10001,Households LT10k,0.047437231987714767
10009,Households 150k+,10002,Households 10-15k,0
10009,Households 150k+,10002,Households 10-15k,0.03587823361158371
10009,Households 150k+,10003,Households 15-25k,0
10009,Households 150k+,10003,Households 15-25k,0.19199110567569733
10009,Households 150k+,10004,Households 25-35k,0
10009,Households 150k+,10004,Households 25-35k,0.25773686170578003
10009,Households 150k+,10005,Households 35-50k,0
10009,Households 150k+,10005,Households 35-50k,0.40190857648849487
10009,Households 150k+,10006,Households 50-75k,0
10009,Households 150k+,10006,Households 50-75k,0.84369093179702759
10009,Households 150k+,10007,Households 75-100k,0
10009,Households 150k+,10007,Households 75-100k,0.53497052192687988
10009,Households 150k+,10008,Households 100-150k,0
10009,Households 150k+,10008,Households 100-150k,0.74945563077926636
10009,Households 150k+,10009,Households 150k+,0
10009,Households 150k+,10009,Households 150k+,0.4667527973651886
10009,Households 150k+,11001,Federal Government NonDefense,0.00036374274814097345
10009,Households 150k+,11001,Federal Government NonDefense,0.074303999543190002
10009,Households 150k+,11001,Federal Government NonDefense,0
10009,Households 150k+,11001,Federal Government NonDefense,11.781373977661133
10009,Households 150k+,11002,Federal Government Defense,7.6955912181075035E-07
10009,Households 150k+,11003,Federal Government Investment,1.0935291910203576E-05
10009,Households 150k+,12001,State/Local Govt NonEducation,0.48640932481535742
10009,Households 150k+,12001,State/Local Govt NonEducation,0.075707331299781799
10009,Households 150k+,12001,State/Local Govt NonEducation,0.024996902793645859
10009,Households 150k+,12001,State/Local Govt NonEducation,0
10009,Households 150k+,12001,State/Local Govt NonEducation,0.024606315419077873
10009,Households 150k+,12001,State/Local Govt NonEducation,0.008192969486117363
10009,Households 150k+,12001,State/Local Govt NonEducation,1.3167016506195068
10009,Households 150k+,14001,Capital,0.12468864435182167
10009,Households 150k+,14002,Inventory Additions/Deletions,5.3786958417903475E-05
10009,Households 150k+,25001,Foreign Trade,0
10009,Households 150k+,25001,Foreign Trade,1.9715952081581452
10009,Households 150k+,28001,Domestic Trade,6.3365003335154411
11001,Federal Government NonDefense,15,"Forestry, forest products, and timber tract production",0
11001,Federal Government NonDefense,18,Commercial hunting and trapping,0
11001,Federal Government NonDefense,19,Support activities for agriculture and forestry,0
11001,Federal Government NonDefense,20,Extraction of natural gas and crude petroleum,0.0032663080190995582
11001,Federal Government NonDefense,37,Drilling oil and gas wells,0
11001,Federal Government NonDefense,38,Support activities for oil and gas operations,0
11001,Federal Government NonDefense,50,Natural gas distribution,0.016002313736969802
11001,Federal Government NonDefense,52,Construction of new health care structures,0
11001,Federal Government NonDefense,53,Construction of new manufacturing structures,0
11001,Federal Government NonDefense,54,Construction of new power and communication structures,0
11001,Federal Government NonDefense,55,Construction of new educational and vocational structures,0
11001,Federal Government NonDefense,56,Construction of new highways and streets,0
11001,Federal Government NonDefense,57,"Construction of new commercial structures, including farm structures",0
11001,Federal Government NonDefense,58,Construction of other new nonresidential structures,0
11001,Federal Government NonDefense,59,Construction of new single-family residential structures,0
11001,Federal Government NonDefense,60,Construction of new multifamily residential structures,0
11001,Federal Government NonDefense,61,Construction of other new residential structures,0
11001,Federal Government NonDefense,62,Maintenance and repair construction of nonresidential structures,0.15414849308761636
11001,Federal Government NonDefense,63,Maintenance and repair construction of residential structures,0.049106441891962414
11001,Federal Government NonDefense,64,"Maintenance and repair construction of highways, streets, bridges, and tunnels",0.36767542100586315
11001,Federal Government NonDefense,94,"Bread and bakery product, except frozen, manufacturing",0
11001,Federal Government NonDefense,95,Frozen cakes and other pastries manufacturing,0
11001,Federal Government NonDefense,134,Sawmills,0.00059006449669803031
11001,Federal Government NonDefense,138,Reconstituted wood product manufacturing,5.0722581241482767E-05
11001,Federal Government NonDefense,145,All other miscellaneous wood product manufacturing,9.1393123308185559E-05
11001,Federal Government NonDefense,154,Printing,0.0018538460669206645
11001,Federal Government NonDefense,180,Polish and other sanitation good manufacturing,0.00013681404124010388
11001,Federal Government NonDefense,195,Other plastics product manufacturing,1.8523825051738228E-05
11001,Federal Government NonDefense,206,Ready-mix concrete manufacturing,0
11001,Federal Government NonDefense,236,Handtool manufacturing,1.5023911815425776E-05
11001,Federal Government NonDefense,261,Other fabricated metal manufacturing,9.2345448444675227E-07
11001,Federal Government NonDefense,278,Industrial mold manufacturing,0.00025218586708797828
11001,Federal Government NonDefense,282,Rolling mill and other metalworking machinery manufacturing,4.9231699645129323E-06
11001,Federal Government NonDefense,346,Motor vehicle body manufacturing,3.2466352878326832E-08
11001,Federal Government NonDefense,356,Other motor vehicle parts manufacturing,6.9787697478966457E-05
11001,Federal Government NonDefense,369,Upholstered household furniture manufacturing,0
11001,Federal Government NonDefense,378,Blind and shade manufacturing,2.2910452016374242E-06
11001,Federal Government NonDefense,385,Sporting and athletic goods manufacturing,1.1109489507344821E-06
11001,Federal Government NonDefense,395,Wholesale trade,0.062556318628151336
11001,Federal Government NonDefense,396,Retail - Motor vehicle and parts dealers,0
11001,Federal Government NonDefense,397,Retail - Furniture and home furnishings stores,8.8720668205269871E-06
11001,Federal Government NonDefense,398,Retail - Electronics and appliance stores,1.81574075166397E-06
11001,Federal Government NonDefense,399,Retail - Building material and garden equipment and supplies stores,5.0403319238216894E-05
11001,Federal Government NonDefense,400,Retail - Food and beverage stores,0
11001,Federal Government NonDefense,401,Retail - Health and personal care stores,0.00010344591157922872
11001,Federal Government NonDefense,402,Retail - Gasoline stores,8.5469032062188941E-05
11001,Federal Government NonDefense,403,Retail - Clothing and clothing accessories stores,4.6127850620670229E-05
11001,Federal Government NonDefense,404,"Retail - Sporting goods, hobby, musical instrument and book stores",1.7921211414219085E-05
11001,Federal Government NonDefense,405,Retail - General merchandise stores,0.0002282917081733616
11001,Federal Government NonDefense,406,Retail - Miscellaneous store retailers,8.2681854064657094E-05
11001,Federal Government NonDefense,407,Retail - Nonstore retailers,0.00029567805611912455
11001,Federal Government NonDefense,411,Truck transportation,0.0075392086199722276
11001,Federal Government NonDefense,412,Transit and ground passenger transportation,0.00033666916006927896
11001,Federal Government NonDefense,413,Pipeline transportation,4.1566207565701363E-05
11001,Federal Government NonDefense,414,Scenic and sightseeing transportation and support activities for transportation,0.0006684469826697257
11001,Federal Government NonDefense,415,Couriers and messengers,4.030600224520963E-05
11001,Federal Government NonDefense,416,Warehousing and storage,0.00088057404751610982
11001,Federal Government NonDefense,417,Newspaper publishers,0.0044643376008424258
11001,Federal Government NonDefense,425,Radio and television broadcasting,0.0049625653514005592
11001,Federal Government NonDefense,427,Wired telecommunications carriers,0.016726899903109695
11001,Federal Government NonDefense,432,Internet publishing and broadcasting and web search portals,0.00070361740809364831
11001,Federal Government NonDefense,433,Monetary authorities and depository credit intermediation,0.0015194965932260655
11001,Federal Government NonDefense,434,Nondepository credit intermediation and related activities,0.00027845021666642115
11001,Federal Government NonDefense,437,Insurance carriers,0.027159739788759355
11001,Federal Government NonDefense,438,"Insurance agencies, brokerages, and related activities",0
11001,Federal Government NonDefense,439,"Funds, trusts, and other financial vehicles",0
11001,Federal Government NonDefense,440,Real estate,0.18188288988680879
11001,Federal Government NonDefense,441,Owner-occupied dwellings,0
11001,Federal Government NonDefense,443,General and consumer goods rental except video tapes and discs,9.229236015840573E-06
11001,Federal Government NonDefense,444,Video tape and disc rental,0
11001,Federal Government NonDefense,445,Commercial and industrial machinery and equipment rental and leasing,0.00093129713515168475
11001,Federal Government NonDefense,446,Lessors of nonfinancial intangible assets,0
11001,Federal Government NonDefense,447,Legal services,0.01722569246743165
11001,Federal Government NonDefense,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.0017836321640286943
11001,Federal Government NonDefense,449,"Architectural, engineering, and related services",0.017518462099561115
11001,Federal Government NonDefense,451,Custom computer programming services,0.0019316594995807412
11001,Federal Government NonDefense,452,Computer systems design services,0.0034564017290245924
11001,Federal Government NonDefense,454,Management consulting services,0.010194732943882606
11001,Federal Government NonDefense,456,Scientific research and development services,0
11001,Federal Government NonDefense,457,"Advertising, public relations, and related services",0.012081940461854191
11001,Federal Government NonDefense,459,Veterinary services,0
11001,Federal Government NonDefense,462,Office administrative services,0.0031167173128644134
11001,Federal Government NonDefense,464,Employment services,0.00078290240226345489
11001,Federal Government NonDefense,465,Business support services,0.0028949869413929471
11001,Federal Government NonDefense,466,Travel arrangement and reservation services,0.020642266151314613
11001,Federal Government NonDefense,467,Investigation and security services,0.0153488715548009
11001,Federal Government NonDefense,468,Services to buildings,0.0042117740969251031
11001,Federal Government NonDefense,469,Landscape and horticultural services,0.002722830429362698
11001,Federal Government NonDefense,471,Waste management and remediation services,0.0069441654602171712
11001,Federal Government NonDefense,474,Other educational services,0.0041687874083904371
11001,Federal Government NonDefense,475,Offices of physicians,0.0034327711278797943
11001,Federal Government NonDefense,476,Offices of dentists,0.0020181629919402318
11001,Federal Government NonDefense,477,Offices of other health practitioners,6.865881250848777E-05
11001,Federal Government NonDefense,478,Outpatient care centers,0.0071587691162603656
11001,Federal Government NonDefense,479,Medical and diagnostic laboratories,1.8775236368484121E-05
11001,Federal Government NonDefense,480,Home health care services,0
11001,Federal Government NonDefense,481,Other ambulatory health care services,0
11001,Federal Government NonDefense,482,Hospitals,0
11001,Federal Government NonDefense,483,Nursing and community care facilities,0.10813278324582118
11001,Federal Government NonDefense,485,Individual and family services,0.0013193453904815674
11001,Federal Government NonDefense,486,"Community food, housing, and other relief services, including rehabilitation services",3.203170236526845E-05
11001,Federal Government NonDefense,487,Child day care services,0
11001,Federal Government NonDefense,488,Performing arts companies,0
11001,Federal Government NonDefense,492,"Independent artists, writers, and performers",0.0065849190166962892
11001,Federal Government NonDefense,495,Gambling industries (except casino hotels),0
11001,Federal Government NonDefense,496,Other amusement and recreation industries,0.00013964998040044295
11001,Federal Government NonDefense,497,Fitness and recreational sports centers,5.4160358888748957E-05
11001,Federal Government NonDefense,499,"Hotels and motels, including casino hotels",0.0036864186234049664
11001,Federal Government NonDefense,500,Other accommodations,2.3271266349053352E-05
11001,Federal Government NonDefense,501,Full-service restaurants,0.0029275220924586051
11001,Federal Government NonDefense,502,Limited-service restaurants,0.012885378014459024
11001,Federal Government NonDefense,503,All other food and drinking places,0.0018480424618532154
11001,Federal Government NonDefense,504,"Automotive repair and maintenance, except car washes",0.0032157099129636359
11001,Federal Government NonDefense,505,Car washes,0.0003035948805887166
11001,Federal Government NonDefense,506,Electronic and precision equipment repair and maintenance,0.0022967927972988556
11001,Federal Government NonDefense,507,Commercial and industrial machinery and equipment repair and maintenance,0.00066923758172878173
11001,Federal Government NonDefense,508,Personal and household goods repair and maintenance,0.0010789707073609752
11001,Federal Government NonDefense,509,Personal care services,0
11001,Federal Government NonDefense,510,Death care services,0
11001,Federal Government NonDefense,511,Dry-cleaning and laundry services,0.0025715797255413128
11001,Federal Government NonDefense,512,Other personal services,0
11001,Federal Government NonDefense,513,Religious organizations,0
11001,Federal Government NonDefense,515,Business and professional associations,4.7061322295549443E-05
11001,Federal Government NonDefense,516,Labor and civic organizations,1.3450402119745354E-05
11001,Federal Government NonDefense,517,Private households,0
11001,Federal Government NonDefense,518,Postal service,0.01190226407329492
11001,Federal Government NonDefense,531,"* Employment and payroll of state govt, non-education",0
11001,Federal Government NonDefense,533,"* Employment and payroll of local govt, non-education",0
11001,Federal Government NonDefense,534,"* Employment and payroll of local govt, education",0
11001,Federal Government NonDefense,535,"* Employment and payroll of federal govt, non-military",10.96430778503418
11001,Federal Government NonDefense,536,"* Employment and payroll of federal govt, military",0
11001,Federal Government NonDefense,10001,Households LT10k,0
11001,Federal Government NonDefense,10001,Households LT10k,2.9080286026000977
11001,Federal Government NonDefense,10001,Households LT10k,0.12013208866119385
11001,Federal Government NonDefense,10002,Households 10-15k,0
11001,Federal Government NonDefense,10002,Households 10-15k,0.090859584510326386
11001,Federal Government NonDefense,10002,Households 10-15k,6.2993330955505371
11001,Federal Government NonDefense,10003,Households 15-25k,0
11001,Federal Government NonDefense,10003,Households 15-25k,0.4862065315246582
11001,Federal Government NonDefense,10003,Households 15-25k,18.678359985351562
11001,Federal Government NonDefense,10004,Households 25-35k,0
11001,Federal Government NonDefense,10004,Households 25-35k,17.125722885131836
11001,Federal Government NonDefense,10004,Households 25-35k,0.65270394086837769
11001,Federal Government NonDefense,10005,Households 35-50k,0
11001,Federal Government NonDefense,10005,Households 35-50k,18.227693557739258
11001,Federal Government NonDefense,10005,Households 35-50k,1.017810583114624
11001,Federal Government NonDefense,10006,Households 50-75k,0
11001,Federal Government NonDefense,10006,Households 50-75k,25.257343292236328
11001,Federal Government NonDefense,10006,Households 50-75k,2.1365993022918701
11001,Federal Government NonDefense,10007,Households 75-100k,0
11001,Federal Government NonDefense,10007,Households 75-100k,1.3547824621200562
11001,Federal Government NonDefense,10007,Households 75-100k,9.7850790023803711
11001,Federal Government NonDefense,10008,Households 100-150k,0
11001,Federal Government NonDefense,10008,Households 100-150k,1.8979537487030029
11001,Federal Government NonDefense,10008,Households 100-150k,7.6100115776062012
11001,Federal Government NonDefense,10009,Households 150k+,0
11001,Federal Government NonDefense,10009,Households 150k+,1.6980791091918945
11001,Federal Government NonDefense,10009,Households 150k+,1.1820248365402222
11001,Federal Government NonDefense,11001,Federal Government NonDefense,5.2278848822949737E-05
11001,Federal Government NonDefense,11002,Federal Government Defense,0
11001,Federal Government NonDefense,11002,Federal Government Defense,5.9544582366943359
11001,Federal Government NonDefense,11003,Federal Government Investment,0
11001,Federal Government NonDefense,11003,Federal Government Investment,6.3119525909423828
11001,Federal Government NonDefense,12001,State/Local Govt NonEducation,0.0094553864481691455
11001,Federal Government NonDefense,12001,State/Local Govt NonEducation,23.284988403320312
11001,Federal Government NonDefense,13001,Enterprises (Corporations),0
11001,Federal Government NonDefense,14001,Capital,0
11001,Federal Government NonDefense,14002,Inventory Additions/Deletions,1.3607746804966243E-05
11001,Federal Government NonDefense,25001,Foreign Trade,4.0229435926053565
11001,Federal Government NonDefense,25001,Foreign Trade,0
11001,Federal Government NonDefense,28001,Domestic Trade,3.066292304437948
11002,Federal Government Defense,15,"Forestry, forest products, and timber tract production",0
11002,Federal Government Defense,18,Commercial hunting and trapping,0
11002,Federal Government Defense,19,Support activities for agriculture and forestry,0
11002,Federal Government Defense,20,Extraction of natural gas and crude petroleum,0.0032866751835909243
11002,Federal Government Defense,37,Drilling oil and gas wells,0
11002,Federal Government Defense,38,Support activities for oil and gas operations,0
11002,Federal Government Defense,50,Natural gas distribution,0.003748104136709356
11002,Federal Government Defense,52,Construction of new health care structures,0
11002,Federal Government Defense,53,Construction of new manufacturing structures,0
11002,Federal Government Defense,54,Construction of new power and communication structures,0
11002,Federal Government Defense,55,Construction of new educational and vocational structures,0
11002,Federal Government Defense,56,Construction of new highways and streets,0
11002,Federal Government Defense,57,"Construction of new commercial structures, including farm structures",0
11002,Federal Government Defense,58,Construction of other new nonresidential structures,0
11002,Federal Government Defense,59,Construction of new single-family residential structures,0
11002,Federal Government Defense,60,Construction of new multifamily residential structures,0
11002,Federal Government Defense,61,Construction of other new residential structures,0
11002,Federal Government Defense,62,Maintenance and repair construction of nonresidential structures,0.023113826314023391
11002,Federal Government Defense,63,Maintenance and repair construction of residential structures,0.0055766670314337866
11002,Federal Government Defense,64,"Maintenance and repair construction of highways, streets, bridges, and tunnels",0.055131159858184876
11002,Federal Government Defense,94,"Bread and bakery product, except frozen, manufacturing",3.1080432900026832E-06
11002,Federal Government Defense,95,Frozen cakes and other pastries manufacturing,2.6322661003200797E-08
11002,Federal Government Defense,134,Sawmills,9.6472813467636229E-06
11002,Federal Government Defense,138,Reconstituted wood product manufacturing,8.1774359621077515E-06
11002,Federal Government Defense,145,All other miscellaneous wood product manufacturing,2.225784091434146E-05
11002,Federal Government Defense,154,Printing,0.0012042342231586795
11002,Federal Government Defense,180,Polish and other sanitation good manufacturing,1.0726628111008509E-05
11002,Federal Government Defense,195,Other plastics product manufacturing,1.1790240358786667E-07
11002,Federal Government Defense,206,Ready-mix concrete manufacturing,0
11002,Federal Government Defense,236,Handtool manufacturing,2.9981042657775659E-06
11002,Federal Government Defense,261,Other fabricated metal manufacturing,7.2703917464968443E-07
11002,Federal Government Defense,278,Industrial mold manufacturing,0.00026719680590856567
11002,Federal Government Defense,282,Rolling mill and other metalworking machinery manufacturing,1.2553994238913465E-06
11002,Federal Government Defense,346,Motor vehicle body manufacturing,7.1952258150643834E-08
11002,Federal Government Defense,356,Other motor vehicle parts manufacturing,0.0001547199439835192
11002,Federal Government Defense,369,Upholstered household furniture manufacturing,0
11002,Federal Government Defense,378,Blind and shade manufacturing,4.5885841760438664E-07
11002,Federal Government Defense,385,Sporting and athletic goods manufacturing,2.8840274834735346E-08
11002,Federal Government Defense,395,Wholesale trade,0.026582725440431828
11002,Federal Government Defense,396,Retail - Motor vehicle and parts dealers,0
11002,Federal Government Defense,397,Retail - Furniture and home furnishings stores,2.2438029216246405E-07
11002,Federal Government Defense,398,Retail - Electronics and appliance stores,4.5921258873346616E-08
11002,Federal Government Defense,399,Retail - Building material and garden equipment and supplies stores,1.2747324203914462E-06
11002,Federal Government Defense,400,Retail - Food and beverage stores,0
11002,Federal Government Defense,401,Retail - Health and personal care stores,2.6162140874444098E-06
11002,Federal Government Defense,402,Retail - Gasoline stores,2.161566837931467E-06
11002,Federal Government Defense,403,Retail - Clothing and clothing accessories stores,1.1666032116080162E-06
11002,Federal Government Defense,404,"Retail - Sporting goods, hobby, musical instrument and book stores",4.5323902244717035E-07
11002,Federal Government Defense,405,Retail - General merchandise stores,0
11002,Federal Government Defense,406,Retail - Miscellaneous store retailers,2.0910775576160233E-06
11002,Federal Government Defense,407,Retail - Nonstore retailers,7.4778891488375157E-06
11002,Federal Government Defense,411,Truck transportation,0.0062710883839282531
11002,Federal Government Defense,412,Transit and ground passenger transportation,0.00050661755956160257
11002,Federal Government Defense,413,Pipeline transportation,4.0755619221174829E-05
11002,Federal Government Defense,414,Scenic and sightseeing transportation and support activities for transportation,0
11002,Federal Government Defense,415,Couriers and messengers,3.5677770424274572E-06
11002,Federal Government Defense,416,Warehousing and storage,0.00016602498666709364
11002,Federal Government Defense,417,Newspaper publishers,0.0033733349450042263
11002,Federal Government Defense,425,Radio and television broadcasting,0.0045370877940460975
11002,Federal Government Defense,427,Wired telecommunications carriers,0.0037376981826547674
11002,Federal Government Defense,432,Internet publishing and broadcasting and web search portals,0.00052917670616864127
11002,Federal Government Defense,433,Monetary authorities and depository credit intermediation,0
11002,Federal Government Defense,434,Nondepository credit intermediation and related activities,0.00010983321193916619
11002,Federal Government Defense,437,Insurance carriers,0
11002,Federal Government Defense,438,"Insurance agencies, brokerages, and related activities",0
11002,Federal Government Defense,439,"Funds, trusts, and other financial vehicles",0
11002,Federal Government Defense,440,Real estate,0.00089279356094352472
11002,Federal Government Defense,441,Owner-occupied dwellings,0
11002,Federal Government Defense,443,General and consumer goods rental except video tapes and discs,1.1670667533965888E-07
11002,Federal Government Defense,444,Video tape and disc rental,0
11002,Federal Government Defense,445,Commercial and industrial machinery and equipment rental and leasing,1.1776553575003903E-05
11002,Federal Government Defense,446,Lessors of nonfinancial intangible assets,0
11002,Federal Government Defense,447,Legal services,0.0033859797981552089
11002,Federal Government Defense,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.024041159812183861
11002,Federal Government Defense,449,"Architectural, engineering, and related services",0.1300576676233049
11002,Federal Government Defense,451,Custom computer programming services,0.00038131298373470028
11002,Federal Government Defense,452,Computer systems design services,0.00068229978242345744
11002,Federal Government Defense,454,Management consulting services,0.024916624866995956
11002,Federal Government Defense,456,Scientific research and development services,0.0028746812020211685
11002,Federal Government Defense,457,"Advertising, public relations, and related services",0.010436250210426585
11002,Federal Government Defense,459,Veterinary services,0.0010037578113499088
11002,Federal Government Defense,462,Office administrative services,0.01265578116861517
11002,Federal Government Defense,464,Employment services,0.0018549400413037927
11002,Federal Government Defense,465,Business support services,0.0055346723629745732
11002,Federal Government Defense,466,Travel arrangement and reservation services,0.0079054231248963189
11002,Federal Government Defense,467,Investigation and security services,0.001699314026819748
11002,Federal Government Defense,468,Services to buildings,4.1105220528865081E-05
11002,Federal Government Defense,469,Landscape and horticultural services,2.4493647578228231E-05
11002,Federal Government Defense,471,Waste management and remediation services,0.0021219771878298313
11002,Federal Government Defense,474,Other educational services,0.0029589105344918487
11002,Federal Government Defense,475,Offices of physicians,0
11002,Federal Government Defense,476,Offices of dentists,0
11002,Federal Government Defense,477,Offices of other health practitioners,0
11002,Federal Government Defense,478,Outpatient care centers,0
11002,Federal Government Defense,479,Medical and diagnostic laboratories,0
11002,Federal Government Defense,480,Home health care services,0
11002,Federal Government Defense,481,Other ambulatory health care services,0
11002,Federal Government Defense,482,Hospitals,0
11002,Federal Government Defense,483,Nursing and community care facilities,0
11002,Federal Government Defense,485,Individual and family services,0
11002,Federal Government Defense,486,"Community food, housing, and other relief services, including rehabilitation services",0
11002,Federal Government Defense,487,Child day care services,0
11002,Federal Government Defense,488,Performing arts companies,0
11002,Federal Government Defense,492,"Independent artists, writers, and performers",0.0091439141543130011
11002,Federal Government Defense,495,Gambling industries (except casino hotels),0
11002,Federal Government Defense,496,Other amusement and recreation industries,0.0022775941285168894
11002,Federal Government Defense,497,Fitness and recreational sports centers,0.00088331785232642135
11002,Federal Government Defense,499,"Hotels and motels, including casino hotels",1.8886913390541806E-05
11002,Federal Government Defense,500,Other accommodations,1.7305113721085924E-07
11002,Federal Government Defense,501,Full-service restaurants,0.0014754046785873454
11002,Federal Government Defense,502,Limited-service restaurants,0.0060917251782012204
11002,Federal Government Defense,503,All other food and drinking places,0.00027869808057538222
11002,Federal Government Defense,504,"Automotive repair and maintenance, except car washes",0.00011610554176828568
11002,Federal Government Defense,505,Car washes,1.0961512902462256E-05
11002,Federal Government Defense,506,Electronic and precision equipment repair and maintenance,0.0010960442189750844
11002,Federal Government Defense,507,Commercial and industrial machinery and equipment repair and maintenance,0.00042150883558409114
11002,Federal Government Defense,508,Personal and household goods repair and maintenance,0.00070038858208373573
11002,Federal Government Defense,509,Personal care services,0
11002,Federal Government Defense,510,Death care services,0
11002,Federal Government Defense,511,Dry-cleaning and laundry services,0.00031217719915561541
11002,Federal Government Defense,512,Other personal services,0
11002,Federal Government Defense,513,Religious organizations,0
11002,Federal Government Defense,515,Business and professional associations,4.0651063979378884E-05
11002,Federal Government Defense,516,Labor and civic organizations,1.1618312670527103E-05
11002,Federal Government Defense,517,Private households,0
11002,Federal Government Defense,518,Postal service,5.4307002759179201E-06
